parent,children,instances
ADJP,"('JJ', 'CD', 'NN')",0.0007651109410864575
ADJP,"('JJ', 'IN')",0.001530221882172915
ADJP,"('JJ', 'JJ')",0.00612088752869166
ADJP,"('JJ', 'JJR')",0.0007651109410864575
ADJP,"('JJ', 'JJS')",0.0007651109410864575
ADJP,"('JJ', 'NP')",0.019127773527161437
ADJP,"('JJ', 'NP', 'PP')",0.0007651109410864575
ADJP,"('JJ', 'PP')",0.09563886763580719
ADJP,"('JJ', 'PP', 'PP')",0.001530221882172915
ADJP,"('JJ', 'PP', '``', 'PP')",0.0007651109410864575
ADJP,"('JJ', 'PRN')",0.0007651109410864575
ADJP,"('JJ', 'RB')",0.0007651109410864575
ADJP,"('JJ', 'RB', 'S')",0.0022953328232593728
ADJP,"('JJ', 'RB', 'SBAR')",0.0007651109410864575
ADJP,"('JJ', 'RBR')",0.0007651109410864575
ADJP,"('JJ', 'S')",0.045141545524101
ADJP,"('JJ', 'SBAR')",0.009181331293037491
ADJP,"('JJ', 'VBN')",0.0007651109410864575
ADJP,"('JJR',)",0.015302218821729151
ADJP,"('JJR', 'CC', 'JJR')",0.001530221882172915
ADJP,"('JJR', 'CC', 'JJR', 'SBAR')",0.0007651109410864575
ADJP,"('JJR', 'IN')",0.0007651109410864575
ADJP,"('JJR', 'JJ')",0.00306044376434583
ADJP,"('JJR', 'PP')",0.001530221882172915
ADJP,"('JJR', 'SBAR')",0.0007651109410864575
ADJP,"('JJR', 'VBN')",0.0007651109410864575
ADJP,"('JJS',)",0.0007651109410864575
ADJP,"('JJS', 'JJ')",0.0022953328232593728
ADJP,"('JJS', 'JJ', 'S')",0.0007651109410864575
ADJP,"('NN',)",0.0022953328232593728
ADJP,"('NN', 'CC', 'NN')",0.0007651109410864575
ADJP,"('NN', 'JJ')",0.0007651109410864575
ADJP,"('NN', 'NN')",0.0007651109410864575
ADJP,"('NN', 'RB', 'SBAR')",0.0007651109410864575
ADJP,"('NNP', ',', 'JJ')",0.00612088752869166
ADJP,"('NNP', ',', 'NNP', 'JJ')",0.0007651109410864575
ADJP,"('NNP', 'JJ')",0.0045906656465187455
ADJP,"('NNP', 'NNP')",0.0022953328232593728
ADJP,"('NNP', 'NNP', ',', 'JJ')",0.0007651109410864575
ADJP,"('NNS', 'CC', 'NNS')",0.0007651109410864575
ADJP,"('NNS', 'PRN', 'VBN')",0.0007651109410864575
ADJP,"('NP', 'JJ')",0.010711553175210406
ADJP,"('NP', 'JJ', 'PP')",0.0007651109410864575
ADJP,"('NP', 'JJR')",0.00306044376434583
ADJP,"('NP', 'RB', 'PP')",0.0007651109410864575
ADJP,"('QP', '-NONE-')",0.04437643458301454
ADJP,"('QP', 'JJR')",0.001530221882172915
ADJP,"('QP', 'NN')",0.00612088752869166
ADJP,"('QP', 'RB', 'JJ')",0.0007651109410864575
ADJP,"('RB',)",0.008416220351951033
ADJP,"('RB', 'DT')",0.001530221882172915
ADJP,"('RB', 'JJ')",0.09257842387146137
ADJP,"('RB', 'JJ', 'CC', 'JJ')",0.0022953328232593728
ADJP,"('RB', 'JJ', 'PP')",0.016067329762815608
ADJP,"('RB', 'JJ', 'S')",0.00306044376434583
ADJP,"('RB', 'JJ', 'SBAR')",0.001530221882172915
ADJP,"('RB', 'JJR')",0.02142310635042081
ADJP,"('RB', 'JJR', 'IN')",0.0007651109410864575
ADJP,"('RB', 'RB')",0.0038255547054322878
ADJP,"('RB', 'RB', 'JJ')",0.0022953328232593728
ADJP,"('RB', 'RB', 'JJ', 'PP')",0.0007651109410864575
ADJP,"('RB', 'RB', 'PP', 'S')",0.0007651109410864575
ADJP,"('RB', 'RB', 'S')",0.0007651109410864575
ADJP,"('RB', 'RBR', 'JJ')",0.00306044376434583
ADJP,"('RB', 'S')",0.001530221882172915
ADJP,"('RB', 'SBAR')",0.0007651109410864575
ADJP,"('RB', 'VBG')",0.001530221882172915
ADJP,"('RB', 'VBG', 'PP')",0.0007651109410864575
ADJP,"('RB', 'VBN')",0.041315990818668706
ADJP,"('RB', 'VBN', 'PP')",0.0022953328232593728
ADJP,"('RB', 'VBN', 'PRT', 'PP')",0.0007651109410864575
ADJP,"('RB', 'VBN', 'S')",0.001530221882172915
ADJP,"('RB', '``', 'JJ', 'CC', 'JJ', ""''"")",0.0007651109410864575
ADJP,"('RBR',)",0.0007651109410864575
ADJP,"('RBR', 'JJ')",0.020657995409334353
ADJP,"('RBR', 'JJ', 'PP')",0.00306044376434583
ADJP,"('RBR', 'JJ', 'S')",0.0022953328232593728
ADJP,"('RBR', 'JJ', 'SBAR')",0.0007651109410864575
ADJP,"('RBR', 'VBN')",0.0007651109410864575
ADJP,"('RBS', 'JJ')",0.015302218821729151
ADJP,"('RBS', 'RB', 'JJ')",0.0007651109410864575
ADJP,"('RBS', 'VBN')",0.0007651109410864575
ADJP,"('UH',)",0.0007651109410864575
ADJP,"('VB',)",0.0007651109410864575
ADJP,"('VB', 'JJR')",0.0007651109410864575
ADJP,"('VBD',)",0.0007651109410864575
ADJP,"('VBG',)",0.0022953328232593728
ADJP,"('VBG', 'CC', 'VBG')",0.0007651109410864575
ADJP,"('VBN',)",0.01224177505738332
ADJP,"('VBN', 'CC', 'JJ')",0.0007651109410864575
ADJP,"('VBN', 'JJ')",0.0007651109410864575
ADJP,"('VBN', 'NP', 'PP')",0.0007651109410864575
ADJP,"('VBN', 'PP')",0.009946442234123947
ADJP,"('VBN', 'S')",0.0007651109410864575
ADJP,"('VBN', 'SBAR')",0.00306044376434583
ADJP,"('``', 'ADJP', ""''"", 'PP')",0.0007651109410864575
ADJP,"('``', 'JJ', ""''"")",0.0007651109410864575
ADJP,"('``', 'JJ', ""''"", 'CC', '``', 'JJ')",0.0007651109410864575
ADJP,"('``', 'RB', ""''"", 'JJR')",0.0007651109410864575
ADJP,"('``', 'RB', 'VBN')",0.0007651109410864575
ADJP,"('``', 'RB', 'VBN', ""''"")",0.0007651109410864575
ADJP,"('``', 'RB', 'VBN', ""''"", 'PP')",0.0007651109410864575
ADJP,"('``', 'VBN', ""''"", 'PP')",0.0007651109410864575
ADVP,"('-NONE-',)",0.11469194312796209
ADVP,"('ADVP', 'CC', 'ADVP')",0.00047393364928909954
ADVP,"('ADVP', 'PP')",0.006635071090047393
ADVP,"('ADVP', 'PRN')",0.00047393364928909954
ADVP,"('ADVP', 'RB')",0.00047393364928909954
ADVP,"('ADVP', 'SBAR')",0.0037914691943127963
ADVP,"('CD',)",0.0009478672985781991
ADVP,"('CD', 'TO', 'CD')",0.00047393364928909954
ADVP,"('DT',)",0.002369668246445498
ADVP,"('DT', 'DT')",0.00047393364928909954
ADVP,"('DT', 'DT', 'JJ')",0.00047393364928909954
ADVP,"('DT', 'IN')",0.00047393364928909954
ADVP,"('DT', 'IN', 'DT', 'JJ')",0.00047393364928909954
ADVP,"('DT', 'NN', 'SBAR')",0.0009478672985781991
ADVP,"('DT', 'RBR')",0.0009478672985781991
ADVP,"('IN',)",0.014691943127962086
ADVP,"('IN', 'ADVP')",0.00047393364928909954
ADVP,"('IN', 'DT')",0.0033175355450236967
ADVP,"('IN', 'IN')",0.00047393364928909954
ADVP,"('IN', 'JJS')",0.005213270142180095
ADVP,"('IN', 'JJS', 'RB')",0.00047393364928909954
ADVP,"('IN', 'NN')",0.0018957345971563982
ADVP,"('IN', 'NP')",0.0037914691943127963
ADVP,"('IN', 'NP', 'PP')",0.00047393364928909954
ADVP,"('IN', 'PP')",0.004739336492890996
ADVP,"('IN', 'RB')",0.004739336492890996
ADVP,"('IN', 'RB', 'SBAR')",0.00047393364928909954
ADVP,"('JJ',)",0.00900473933649289
ADVP,"('JJ', 'NP', 'PP')",0.0009478672985781991
ADVP,"('JJ', 'PP')",0.005213270142180095
ADVP,"('JJ', 'RP')",0.00047393364928909954
ADVP,"('JJR',)",0.005213270142180095
ADVP,"('JJR', 'IN')",0.00047393364928909954
ADVP,"('JJR', 'PP')",0.0009478672985781991
ADVP,"('JJS',)",0.0014218009478672985
ADVP,"('NN',)",0.0014218009478672985
ADVP,"('NN', 'CC', 'NN')",0.00047393364928909954
ADVP,"('NN', 'NN', 'RB')",0.00047393364928909954
ADVP,"('NNP',)",0.00047393364928909954
ADVP,"('NP', 'CC', 'ADVP')",0.00047393364928909954
ADVP,"('NP', 'IN')",0.011848341232227487
ADVP,"('NP', 'JJ')",0.0009478672985781991
ADVP,"('NP', 'JJR')",0.011374407582938388
ADVP,"('NP', 'PRN')",0.00047393364928909954
ADVP,"('NP', 'RB')",0.009478672985781991
ADVP,"('NP', 'RB', 'PP')",0.00047393364928909954
ADVP,"('NP', 'RBR')",0.0033175355450236967
ADVP,"('PDT',)",0.00047393364928909954
ADVP,"('RB',)",0.6407582938388625
ADVP,"('RB', ',', 'RB', 'CC', 'RB')",0.00047393364928909954
ADVP,"('RB', '.')",0.00047393364928909954
ADVP,"('RB', ':')",0.00047393364928909954
ADVP,"('RB', 'CC', 'RB')",0.0037914691943127963
ADVP,"('RB', 'IN')",0.002369668246445498
ADVP,"('RB', 'IN', 'NN')",0.00047393364928909954
ADVP,"('RB', 'IN', 'RB')",0.00047393364928909954
ADVP,"('RB', 'JJ')",0.0018957345971563982
ADVP,"('RB', 'JJ', 'PP')",0.00047393364928909954
ADVP,"('RB', 'JJ', 'RB')",0.00047393364928909954
ADVP,"('RB', 'JJR')",0.0042654028436018955
ADVP,"('RB', 'NN')",0.00047393364928909954
ADVP,"('RB', 'NN', 'IN', 'NN')",0.00047393364928909954
ADVP,"('RB', 'NP')",0.014218009478672985
ADVP,"('RB', 'NP', 'PP')",0.006635071090047393
ADVP,"('RB', 'PP')",0.016587677725118485
ADVP,"('RB', 'RB')",0.03175355450236967
ADVP,"('RB', 'RB', 'PP')",0.00047393364928909954
ADVP,"('RB', 'RB', 'PP', 'S')",0.00047393364928909954
ADVP,"('RB', 'RB', 'RB')",0.0009478672985781991
ADVP,"('RB', 'RBR')",0.0037914691943127963
ADVP,"('RB', 'RBR', 'RB')",0.0009478672985781991
ADVP,"('RBR',)",0.00995260663507109
ADVP,"('RBR', 'CC', 'RBR')",0.00047393364928909954
ADVP,"('RBR', 'DT', 'NN')",0.00047393364928909954
ADVP,"('RBR', 'IN')",0.0014218009478672985
ADVP,"('RBR', 'NP')",0.00047393364928909954
ADVP,"('RBR', 'PP')",0.00047393364928909954
ADVP,"('RBR', 'RB')",0.005687203791469194
ADVP,"('RBS', 'JJ')",0.00047393364928909954
ADVP,"('RBS', 'RB')",0.002369668246445498
ADVP,"('RP',)",0.002369668246445498
ADVP,"('RP', 'S')",0.00047393364928909954
ADVP,"('VB', 'RB')",0.00047393364928909954
ADVP,"('VBN', 'PP')",0.0009478672985781991
ADVP,"('``', 'RB', 'RB', '.')",0.00047393364928909954
CONJP,"('CC', 'RB')",0.04
CONJP,"('IN', 'IN')",0.04
CONJP,"('RB', 'IN')",0.16
CONJP,"('RB', 'JJ')",0.04
CONJP,"('RB', 'RB')",0.16
CONJP,"('RB', 'RB', 'IN')",0.52
CONJP,"('RB', 'TO', 'VB')",0.04
FRAG,"('-NONE-',)",0.037037037037037035
FRAG,"('ADJP',)",0.027777777777777776
FRAG,"('ADJP', '.')",0.009259259259259259
FRAG,"('ADJP', 'S')",0.009259259259259259
FRAG,"('ADVP',)",0.009259259259259259
FRAG,"('ADVP', 'ADJP')",0.009259259259259259
FRAG,"('ADVP', 'ADVP')",0.009259259259259259
FRAG,"('FRAG', ':', 'FRAG', '.')",0.009259259259259259
FRAG,"('FRAG', ':', 'FRAG', ':', 'FRAG')",0.009259259259259259
FRAG,"('FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', '.')",0.009259259259259259
FRAG,"('FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', '.')",0.018518518518518517
FRAG,"('FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'CC', 'FRAG')",0.009259259259259259
FRAG,"('FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', ':', 'NP', ':', 'FRAG', ':', 'FRAG', ':', 'FRAG', '.')",0.009259259259259259
FRAG,"('IN', 'ADVP')",0.018518518518518517
FRAG,"('IN', 'RB', 'NP', ',', 'RB', 'NP')",0.009259259259259259
FRAG,"('IN', 'RB', 'NP', ',', 'RB', 'PP')",0.009259259259259259
FRAG,"('INTJ', ',', 'NP')",0.009259259259259259
FRAG,"('NP',)",0.009259259259259259
FRAG,"('NP', ',', 'NP')",0.037037037037037035
FRAG,"('NP', ',', 'PP', ':', 'S', '.')",0.009259259259259259
FRAG,"('NP', ',', 'SBAR', '.')",0.009259259259259259
FRAG,"('NP', ',', 'VP')",0.037037037037037035
FRAG,"('NP', ',', 'VP', ',', 'NP')",0.009259259259259259
FRAG,"('NP', '.')",0.009259259259259259
FRAG,"('NP', ':', 'NP', 'VP', '.')",0.009259259259259259
FRAG,"('NP', ':', 'S')",0.009259259259259259
FRAG,"('NP', ':', 'S', '.')",0.08333333333333333
FRAG,"('NP', 'NP')",0.3055555555555556
FRAG,"('NP', 'NP', ',', 'VP')",0.009259259259259259
FRAG,"('NP', 'PP')",0.009259259259259259
FRAG,"('NP', 'SBAR')",0.009259259259259259
FRAG,"('NP', 'VP')",0.05555555555555555
FRAG,"('PP',)",0.027777777777777776
FRAG,"('PP', ':', 'NP', '.')",0.018518518518518517
FRAG,"('PP', 'NP', ':')",0.018518518518518517
FRAG,"('RB', 'NP')",0.009259259259259259
FRAG,"('RB', 'NP', '.')",0.009259259259259259
FRAG,"('RB', 'PP')",0.018518518518518517
FRAG,"('S', ':', 'NP', '.')",0.009259259259259259
FRAG,"('SBAR',)",0.009259259259259259
FRAG,"('VP', ':', 'NP', ',', 'NP', ',', 'PP', ',', 'PP', '.')",0.009259259259259259
FRAG,"('WHADVP', 'ADJP')",0.009259259259259259
FRAG,"('WHNP', 'SBAR', '.')",0.009259259259259259
FRAG,"('``', 'CC', 'SBAR', '.', ""''"")",0.009259259259259259
FRAG,"('``', 'NP', 'PRN', '``', 'S', '.', ""''"")",0.009259259259259259
INTJ,"('NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN')",0.1
INTJ,"('RB',)",0.2
INTJ,"('RB', 'JJ')",0.1
INTJ,"('UH',)",0.2
INTJ,"('VB',)",0.3
INTJ,"('VB', ',', 'RB')",0.1
LST,"(':',)",0.13333333333333333
LST,"('LS', '')",0.4
LST,"('LS', '.')",0.3333333333333333
LST,"('LS', ':')",0.13333333333333333
NAC,"('CD', 'NNS', 'PP')",0.0196078431372549
NAC,"('DT', 'NNP', ',', 'NNP', ',')",0.0196078431372549
NAC,"('DT', 'NNP', 'PP')",0.0196078431372549
NAC,"('NAC', 'CC', 'NAC')",0.0196078431372549
NAC,"('NN', 'PP')",0.0392156862745098
NAC,"('NNP', ',', 'NNP')",0.0196078431372549
NAC,"('NNP', ',', 'NNP', ',')",0.3137254901960784
NAC,"('NNP', ',', 'NNP', 'CD', ',', 'CD', ',')",0.0196078431372549
NAC,"('NNP', 'CD', ',', 'CD', ',')",0.0196078431372549
NAC,"('NNP', 'JJ')",0.0196078431372549
NAC,"('NNP', 'NNP', ',', 'NNP')",0.0196078431372549
NAC,"('NNP', 'NNP', ',', 'NNP', ',')",0.1568627450980392
NAC,"('NNP', 'NNPS', ',', 'NNP', ',')",0.0196078431372549
NAC,"('NNP', 'PP')",0.29411764705882354
NP,"('#', 'CD', '-NONE-')",2.8564083521380217e-05
NP,"('$', 'CD', '-NONE-')",0.006455482875831929
NP,"('$', 'CD', '-NONE-', 'NN')",2.8564083521380217e-05
NP,"('$', 'CD', '-NONE-', 'QP')",2.8564083521380217e-05
NP,"('$', 'CD', 'CD', '-NONE-')",2.8564083521380217e-05
NP,"('$', 'QP', '-NONE-')",2.8564083521380217e-05
NP,"('-NONE-',)",0.10860064554828758
NP,"(':', 'NNP', 'NNP', '.')",2.8564083521380217e-05
NP,"(':', 'NP', ',', '``', 'NP', ""''"")",2.8564083521380217e-05
NP,"(':', 'NP', 'PP', ',', 'SBAR', '.')",8.569225056414065e-05
NP,"('ADJP', '', 'NNS', '')",2.8564083521380217e-05
NP,"('ADJP', 'ADJP', 'NNS')",2.8564083521380217e-05
NP,"('ADJP', 'CD', 'NN', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('ADJP', 'DT', 'NN')",5.7128167042760435e-05
NP,"('ADJP', 'JJ', 'JJ', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('ADJP', 'JJ', 'NN')",0.0001428204176069011
NP,"('ADJP', 'JJ', 'NN', 'JJ', 'NN', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('ADJP', 'JJ', 'NNS')",0.0001999485846496615
NP,"('ADJP', 'JJR')",2.8564083521380217e-05
NP,"('ADJP', 'NN')",0.0009997429232483075
NP,"('ADJP', 'NN', 'NN')",8.569225056414065e-05
NP,"('ADJP', 'NN', 'NNP')",2.8564083521380217e-05
NP,"('ADJP', 'NN', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('ADJP', 'NN', 'NNS')",0.000257076751692422
NP,"('ADJP', 'NN', 'NNS', 'NN')",2.8564083521380217e-05
NP,"('ADJP', 'NN', 'QP')",2.8564083521380217e-05
NP,"('ADJP', 'NNP')",0.0001428204176069011
NP,"('ADJP', 'NNP', 'NNP')",8.569225056414065e-05
NP,"('ADJP', 'NNP', 'NNP', 'CC', 'NNPS')",2.8564083521380217e-05
NP,"('ADJP', 'NNP', 'NNP', 'NNP')",5.7128167042760435e-05
NP,"('ADJP', 'NNP', 'NNPS', 'NNP')",2.8564083521380217e-05
NP,"('ADJP', 'NNP', 'NNS')",5.7128167042760435e-05
NP,"('ADJP', 'NNS')",0.0009426147562055471
NP,"('ADJP', 'VBG', 'NN')",2.8564083521380217e-05
NP,"('ADJP', 'VBG', 'NNS')",2.8564083521380217e-05
NP,"('ADJP', 'VBN', 'NN')",2.8564083521380217e-05
NP,"('ADJP', '``', 'JJ', ""''"", 'NN', 'NNS')",2.8564083521380217e-05
NP,"('ADVP', '$', 'CD', '-NONE-')",2.8564083521380217e-05
NP,"('ADVP', 'CD')",2.8564083521380217e-05
NP,"('ADVP', 'CD', 'NNS')",2.8564083521380217e-05
NP,"('ADVP', 'DT')",2.8564083521380217e-05
NP,"('ADVP', 'DT', 'JJ', 'NN')",2.8564083521380217e-05
NP,"('ADVP', 'DT', 'JJ', 'NNP', 'NN', 'NN')",2.8564083521380217e-05
NP,"('ADVP', 'DT', 'NNP', 'NNP', 'NN', 'NN')",2.8564083521380217e-05
NP,"('ADVP', 'DT', 'QP', '-NONE-')",2.8564083521380217e-05
NP,"('ADVP', 'NN')",2.8564083521380217e-05
NP,"('ADVP', 'NN', 'NN', 'NN')",2.8564083521380217e-05
NP,"('ADVP', 'NP', 'CC', 'NP')",2.8564083521380217e-05
NP,"('ADVP', 'NP', 'JJS', 'NN', 'NN')",2.8564083521380217e-05
NP,"('ADVP', 'NP', 'PP')",2.8564083521380217e-05
NP,"('ADVP', 'NP', 'PRN', ',', 'NP')",2.8564083521380217e-05
NP,"('ADVP', 'NP', 'SBAR')",2.8564083521380217e-05
NP,"('CC', 'DT', 'NNP', 'CC', 'NNP', 'NN', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('CD',)",0.010882915821645862
NP,"('CD', ',', 'CD', ',', 'CD', ',', 'CD', ',', 'CD', ',', 'CD', 'CC', 'CD')",2.8564083521380217e-05
NP,"('CD', ',', 'CD', 'CC', 'CD')",8.569225056414065e-05
NP,"('CD', 'ADJP', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'ADJP', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'CC', 'CD')",0.0001428204176069011
NP,"('CD', 'CC', 'JJR', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'CD')",0.0014853323431117712
NP,"('CD', 'CD', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'CD', 'NN')",0.0001713845011282813
NP,"('CD', 'CD', 'NN', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'CD', 'NNP')",2.8564083521380217e-05
NP,"('CD', 'CD', 'NNS')",8.569225056414065e-05
NP,"('CD', 'JJ')",2.8564083521380217e-05
NP,"('CD', 'JJ', ',', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'JJ', 'ADJP', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'JJ', 'CC', 'JJ', 'NN')",2.8564083521380217e-05
NP,"('CD', 'JJ', 'CD')",2.8564083521380217e-05
NP,"('CD', 'JJ', 'JJ', 'NN')",2.8564083521380217e-05
NP,"('CD', 'JJ', 'JJ', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'JJ', 'JJ', 'NNS')",0.00011425633408552087
NP,"('CD', 'JJ', 'NN')",0.0002856408352138022
NP,"('CD', 'JJ', 'NN', 'JJ', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'JJ', 'NN', 'NNS')",0.0001428204176069011
NP,"('CD', 'JJ', 'NN', 'QP')",2.8564083521380217e-05
NP,"('CD', 'JJ', 'NNP', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'JJ', 'NNS')",0.0008569225056414065
NP,"('CD', 'JJ', 'NNS', 'CC', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'JJR', 'NNS')",5.7128167042760435e-05
NP,"('CD', 'NN')",0.009511839812619612
NP,"('CD', 'NN', '-NONE-')",2.8564083521380217e-05
NP,"('CD', 'NN', 'CC', 'CD', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'NN', 'CC', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'NN', 'JJ', 'JJ', 'JJ', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'NN', 'JJ', 'NNS')",5.7128167042760435e-05
NP,"('CD', 'NN', 'NN')",0.000257076751692422
NP,"('CD', 'NN', 'NN', 'JJ', 'JJ', 'JJ', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'NN', 'NN', 'NNS')",8.569225056414065e-05
NP,"('CD', 'NN', 'NNP', 'NNP', 'CD')",2.8564083521380217e-05
NP,"('CD', 'NN', 'NNS')",0.00042846125282070327
NP,"('CD', 'NN', 'NNS', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'NN', 'POS')",2.8564083521380217e-05
NP,"('CD', 'NN', 'QP')",5.7128167042760435e-05
NP,"('CD', 'NN', 'SBAR')",2.8564083521380217e-05
NP,"('CD', 'NNP', ':')",2.8564083521380217e-05
NP,"('CD', 'NNP', 'NN')",2.8564083521380217e-05
NP,"('CD', 'NNP', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('CD', 'NNP', 'NNP', 'CC', 'NNP')",2.8564083521380217e-05
NP,"('CD', 'NNP', 'NNP', 'NN')",2.8564083521380217e-05
NP,"('CD', 'NNP', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'NNP', 'NNS')",0.0001428204176069011
NP,"('CD', 'NNS')",0.008026507469507841
NP,"('CD', 'NNS', 'CC', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'NNS', 'JJ')",2.8564083521380217e-05
NP,"('CD', 'NNS', 'QP')",2.8564083521380217e-05
NP,"('CD', 'NP', 'NNS')",5.7128167042760435e-05
NP,"('CD', 'POS')",2.8564083521380217e-05
NP,"('CD', 'RB')",2.8564083521380217e-05
NP,"('CD', 'RB', '.')",2.8564083521380217e-05
NP,"('CD', 'VBG', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('CD', 'VBN', 'NNS')",0.00011425633408552087
NP,"('CONJP', 'NP', ',', 'CC', 'NP')",2.8564083521380217e-05
NP,"('DT',)",0.005427175869062241
NP,"('DT', '', 'NN', 'NN', '', 'NN')",2.8564083521380217e-05
NP,"('DT', '', 'VBG', '', 'NN', 'POS')",2.8564083521380217e-05
NP,"('DT', '$', 'CD', '-NONE-')",0.00011425633408552087
NP,"('DT', ""''"", 'NNS')",2.8564083521380217e-05
NP,"('DT', 'ADJP')",8.569225056414065e-05
NP,"('DT', 'ADJP', ',', 'ADJP', 'NN', 'NN')",2.8564083521380217e-05
NP,"('DT', 'ADJP', 'CD')",5.7128167042760435e-05
NP,"('DT', 'ADJP', 'JJ', 'CD', 'NN')",2.8564083521380217e-05
